"countryCode","regionCode","accentedName","plainName"
"IM",9782164,"Andreas","Andreas"
"IM",9782165,"Arbory","Arbory"
"IM",9782166,"Ballaugh","Ballaugh"
"IM",9782167,"Braddan","Braddan"
"IM",9782168,"Bride","Bride"
"IM",9782169,"Castletown","Castletown"
"IM",9782170,"Douglas","Douglas"
"IM",9782171,"German","German"
"IM",9782172,"Jurby","Jurby"
"IM",9782173,"Laxey","Laxey"
"IM",9782176,"Lezayre","Lezayre"
"IM",9782180,"Lonan","Lonan"
"IM",9782182,"Malew","Malew"
"IM",9782183,"Marown","Marown"
"IM",9782184,"Maughold","Maughold"
"IM",9782185,"Michael","Michael"
"IM",9782186,"Onchan","Onchan"
"IM",9782187,"Patrick","Patrick"
"IM",9782188,"Peel","Peel"
"IM",9782189,"Port Erin","Port Erin"
"IM",9782190,"Port St Mary","Port St Mary"
"IM",9782191,"Ramsey","Ramsey"
"IM",9782192,"Rushen","Rushen"
"IM",9782193,"Santon","Santon"
"IN",28,"West Bengal","West Bengal"
"IN",36,"Uttar Pradesh","Uttar Pradesh"
"IN",26,"Tripura","Tripura"
"IN",40,"Telangana","Telangana"
"IN",25,"Tamil Nadu","Tamil Nadu"
"IN",29,"Sikkim","Sikkim"
"IN",24,"Rajasthan","Rajasthan"
"IN",23,"Punjab","Punjab"
"IN",22,"Puducherry","Puducherry"
"IN",21,"Odisha","Odisha"
"IN",20,"Nagaland","Nagaland"
"IN",31,"Mizoram","Mizoram"
"IN",18,"Meghalaya","Meghalaya"
"IN",17,"Manipur","Manipur"
"IN",16,"Maharashtra","Maharashtra"
"IN",35,"Madhya Pradesh","Madhya Pradesh"
"IN",14,"Laccadives","Laccadives"
"IN",13,"Kerala","Kerala"
"IN",19,"Karnataka","Karnataka"
"IN",12,"Jammu and Kashmir","Jammu and Kashmir"
"IN",11,"Himachal Pradesh","Himachal Pradesh"
"IN",10,"Haryana","Haryana"
"IN",9,"Gujarat","Gujarat"
"IN",32,"Daman and Diu","Daman and Diu"
"IN",33,"Goa","Goa"
"IN",7,"NCT","NCT"
"IN",6,"Dadra and Nagar Haveli","Dadra and Nagar Haveli"
"IN",5,"Chandigarh","Chandigarh"
"IN",34,"Bihar","Bihar"
"IN",3,"Assam","Assam"
"IN",30,"Arunachal Pradesh","Arunachal Pradesh"
"IN",2,"Andhra Pradesh","Andhra Pradesh"
"IN",1,"Andaman and Nicobar","Andaman and Nicobar"
"IN",37,"Chhattisgarh","Chhattisgarh"
"IN",38,"Jharkhand","Jharkhand"
"IN",39,"Uttarakhand","Uttarakhand"
"IQ",2,"Basra","Basra"
"IQ",16,"Wāsiţ","Wasit"
"IQ",18,"Salah ad Din","Salah ad Din"
"IQ",15,"Nineveh","Nineveh"
"IQ",14,"Maysan","Maysan"
"IQ",12,"Karbalāʼ","Muhafazat Karbala'"
"IQ",11,"Arbīl","Arbil"
"IQ",10,"Diyālá","Diyala"
"IQ",9,"Dhi Qar","Dhi Qar"
"IQ",8,"Dahūk","Dahuk"
"IQ",7,"Baghdad","Baghdad"
"IQ",6,"Bābil","Babil"
"IQ",13,"Kirkuk","Kirkuk"
"IQ",5,"As Sulaymānīyah","As Sulaymaniyah"
"IQ",17,"An Najaf","An Najaf"
"IQ",4,"Al Qādisīyah","Al Qadisiyah"
"IQ",3,"Al Muthanná","Al Muthanna"
"IQ",1,"Anbar","Anbar"
"IR",26,"Tehrān","Tehran"
"IR",36,"Zanjan","Zanjan"
"IR",40,"Yazd","Yazd"
"IR",25,"Semnān","Semnan"
"IR",35,"Māzandarān","Mazandaran"
"IR",34,"Markazi","Markazi"
"IR",23,"Lorestān","Lorestan"
"IR",16,"Kordestān","Kordestan"
"IR",5,"Kohgīlūyeh va Būyer Aḩmad","Kohgiluyeh va Buyer Ahmad"
"IR",15,"Khuzestan","Khuzestan"
"IR",13,"Kermānshāh","Kermanshah"
"IR",29,"Kerman","Kerman"
"IR",10,"Īlām","Ilam"
"IR",11,"Hormozgan","Hormozgan"
"IR",9,"Hamadān","Hamadan"
"IR",8,"Gīlān","Gilan"
"IR",7,"Fars","Fars"
"IR",3,"Chaharmahal and Bakhtiari","Chaharmahal and Bakhtiari"
"IR",22,"Bushehr","Bushehr"
"IR",33,"East Azerbaijan","East Azerbaijan"
"IR",1,"Āz̄ārbāyjān-e Gharbī","Azarbayjan-e Gharbi"
"IR",32,"Ardabīl","Ardabil"
"IR",28,"Isfahan","Isfahan"
"IR",37,"Golestān","Golestan"
"IR",38,"Qazvīn","Qazvin"
"IR",39,"Qom","Qom"
"IR",4,"Sistan and Baluchestan","Sistan and Baluchestan"
"IR",41,"Khorāsān-e Jonūbī","Khorasan-e Jonubi"
"IR",42,"Razavi Khorasan","Razavi Khorasan"
"IR",43,"Khorāsān-e Shomālī","Khorasan-e Shomali"
"IR",44,"Alborz","Alborz"
"IS",41,"Northwest","Northwest"
"IS",40,"Northeast","Northeast"
"IS",38,"East","East"
"IS",42,"South","South"
"IS",39,"Capital Region","Capital Region"
"IS",43,"Southern Peninsula","Southern Peninsula"
"IS",45,"West","West"
"IS",44,"Westfjords","Westfjords"
"IT",15,"Sicily","Sicily"
"IT",14,"Sardinia","Sardinia"
"IT",3,"Calabria","Calabria"
"IT",20,"Veneto","Veneto"
"IT",19,"Aosta Valley","Aosta Valley"
"IT",18,"Umbria","Umbria"
"IT",17,"Trentino-Alto Adige","Trentino-Alto Adige"
"IT",16,"Tuscany","Tuscany"
"IT",13,"Apulia","Apulia"
"IT",12,"Piedmont","Piedmont"
"IT",11,"Molise","Molise"
"IT",10,"The Marches","The Marches"
"IT",9,"Lombardy","Lombardy"
"IT",8,"Liguria","Liguria"
"IT",7,"Latium","Latium"
"IT",6,"Friuli Venezia Giulia","Friuli Venezia Giulia"
"IT",5,"Emilia-Romagna","Emilia-Romagna"
"IT",4,"Campania","Campania"
"IT",2,"Basilicate","Basilicate"
"IT",1,"Abruzzo","Abruzzo"
"JE",3237072,"St Clement","St Clement"
"JE",3237073,"St Saviour","St Saviour"
"JE",3237200,"St. Brelade","St. Brelade"
"JE",3237203,"Grouville","Grouville"
"JE",3237212,"St Mary","St Mary"
"JE",3237214,"St Lawrence","St Lawrence"
"JE",3237221,"St Peter","St Peter"
"JE",3237229,"St Ouen","St Ouen"
"JE",3237497,"St John","St John"
"JE",3237530,"Trinity","Trinity"
"JE",3237716,"St Martîn","St Martin"
"JE",3237864,"St Helier","St Helier"
"JM",16,"Westmoreland","Westmoreland"
"JM",15,"Trelawny","Trelawny"
"JM",14,"St. Thomas","St. Thomas"
"JM",13,"St. Mary","St. Mary"
"JM",12,"St. James","St. James"
"JM",11,"St. Elizabeth","St. Elizabeth"
"JM",10,"Saint Catherine","Saint Catherine"
"JM",9,"St Ann","St Ann"
"JM",8,"St. Andrew","St. Andrew"
"JM",7,"Portland","Portland"
"JM",4,"Manchester","Manchester"
"JM",17,"Kingston","Kingston"
"JM",2,"Hanover","Hanover"
"JM",1,"Clarendon","Clarendon"
"JO",19,"Ma’an","Ma'an"
"JO",18,"Irbid","Irbid"
"JO",17,"Zarqa","Zarqa"
"JO",12,"Tafielah","Tafielah"
"JO",16,"Amman","Amman"
"JO",15,"Mafraq","Mafraq"
"JO",9,"Karak","Karak"
"JO",2,"Balqa","Balqa"
"JO",20,"Ajlun","Ajlun"
"JO",22,"Jerash","Jerash"
"JO",21,"Aqaba","Aqaba"
"JO",23,"Madaba","Madaba"
"JP",46,"Yamanashi","Yamanashi"
"JP",45,"Yamaguchi","Yamaguchi"
"JP",43,"Wakayama","Wakayama"
"JP",42,"Toyama","Toyama"
"JP",41,"Tottori","Tottori"
"JP",40,"Tokyo","Tokyo"
"JP",39,"Tokushima","Tokushima"
"JP",38,"Tochigi","Tochigi"
"JP",37,"Shizuoka","Shizuoka"
"JP",36,"Shimane","Shimane"
"JP",35,"Shiga","Shiga"
"JP",34,"Saitama","Saitama"
"JP",33,"Saga","Saga"
"JP",32,"Ōsaka","Osaka"
"JP",47,"Okinawa","Okinawa"
"JP",31,"Okayama","Okayama"
"JP",30,"Oita","Oita"
"JP",29,"Niigata","Niigata"
"JP",28,"Nara","Nara"
"JP",27,"Nagasaki","Nagasaki"
"JP",26,"Nagano","Nagano"
"JP",25,"Miyazaki","Miyazaki"
"JP",23,"Mie","Mie"
"JP",22,"Kyoto","Kyoto"
"JP",21,"Kumamoto","Kumamoto"
"JP",20,"Kochi","Kochi"
"JP",19,"Kanagawa","Kanagawa"
"JP",18,"Kagoshima","Kagoshima"
"JP",17,"Kagawa","Kagawa"
"JP",15,"Ishikawa","Ishikawa"
"JP",13,"Hyōgo","Hyogo"
"JP",11,"Hiroshima","Hiroshima"
"JP",10,"Gunma","Gunma"
"JP",9,"Gifu","Gifu"
"JP",7,"Fukuoka","Fukuoka"
"JP",6,"Fukui","Fukui"
"JP",5,"Ehime","Ehime"
"JP",1,"Aichi","Aichi"
"JP",44,"Yamagata","Yamagata"
"JP",24,"Miyagi","Miyagi"
"JP",16,"Iwate","Iwate"
"JP",14,"Ibaraki","Ibaraki"
"JP",8,"Fukushima","Fukushima"
"JP",4,"Chiba","Chiba"
"JP",2,"Akita","Akita"
"JP",12,"Hokkaido","Hokkaido"
"JP",3,"Aomori","Aomori"
"KE",55,"West Pokot","West Pokot"
"KE",54,"Wajir","Wajir"
"KE",52,"Uasin Gishu","Uasin Gishu"
"KE",51,"Turkana","Turkana"
"KE",50,"Trans Nzoia","Trans Nzoia"
"KE",49,"Tharaka - Nithi","Tharaka District"
"KE",48,"Tana River","Tana River"
"KE",46,"Siaya","Siaya"
"KE",45,"Samburu","Samburu"
"KE",5,"Nairobi Area","Nairobi Area"
"KE",38,"Murang'A","Murang'a District"
"KE",37,"Mombasa","Mombasa"
"KE",35,"Meru","Meru"
"KE",34,"Marsabit","Marsabit"
"KE",33,"Mandera","Mandera"
"KE",29,"Laikipia","Laikipia"
"KE",28,"Kwale","Kwale"
"KE",27,"Kitui","Kitui"
"KE",26,"Kisumu","Kisumu"
"KE",25,"Kisii","Kisii"
"KE",24,"Kirinyaga","Kirinyaga"
"KE",23,"Kilifi","Kilifi"
"KE",22,"Kiambu","Kiambu"
"KE",21,"Kericho","Kericho"
"KE",20,"Kakamega","Kakamega"
"KE",18,"Isiolo","Isiolo"
"KE",16,"Garissa","Garissa"
"KE",15,"Embu","Embu"
"KE",13,"Busia","Busia"
"KE",12,"Bungoma","Bungoma"
"KE",10,"Baringo","Baringo"
"KE",43,"Nyandarua","Nyandarua"
"KE",53,"Vihiga","Vihiga"
"KE",30,"Lamu","Lamu"
"KE",31,"Machakos","Machakos"
"KE",32,"Makueni","Makueni"
"KE",14,"Elegeyo-Marakwet","Marakwet District"
"KE",47,"Taita Taveta","Taita Taveta"
"KE",19,"Kajiado","Kajiado"
"KE",44,"Nyeri","Nyeri"
"KE",17,"Homa Bay","Homa Bay"
"KE",11,"Bomet","Bomet"
"KE",36,"Migori","Migori"
"KE",39,"Nakuru","Nakuru"
"KE",41,"Narok","Narok"
"KE",42,"Nyamira","Nyamira District"
"KE",40,"Nandi","Nandi"
"KG",8,"Osh","Osh"
"KG",9,"Batken","Batken"
"KG",6,"Talas","Talas"
"KG",4,"Naryn","Naryn"
"KG",7,"Issyk-Kul","Issyk-Kul"
"KG",1,"Bishkek","Bishkek"
"KG",3,"Jalal-Abad","Jalal-Abad"
"KG",2,"Chüy","Chuy"
"KG",10,"Osh City","Osh City"
"KH",12,"Pursat","Pursat"
"KH",29,"Battambang","Battambang"
"KH",19,"Takeo","Takeo"
"KH",18,"Svay Rieng","Svay Rieng"
"KH",17,"Stung Treng","Stung Treng"
"KH",27,"Ŏtâr Méanchey","Otar Meanchey"
"KH",24,"Siem Reap","Siem Reap"
"KH",23,"Ratanakiri","Ratanakiri"
"KH",14,"Prey Veng","Prey Veng"
"KH",13,"Preah Vihear","Preah Vihear"
"KH",22,"Phnom Penh","Phnom Penh"
"KH",30,"Pailin","Pailin"
"KH",10,"Mondolkiri","Mondolkiri"
"KH",9,"Kratie","Kratie"
"KH",26,"Kep","Kep"
"KH",8,"Koh Kong","Koh Kong"
"KH",7,"Kandal","Kandal"
"KH",21,"Kampot","Kampot"
"KH",5,"Kampong Thom","Kampong Thom"
"KH",4,"Kampong Speu","Kampong Speu"
"KH",3,"Kampong Chhnang","Kampong Chhnang"
"KH",2,"Kampong Cham","Kampong Cham"
"KH",28,"Preah Sihanouk","Preah Sihanouk"
"KH",25,"Banteay Meanchey","Banteay Meanchey"
"KH",31,"Tboung Khmum","Tboung Khmum"
"KI",1,"Gilbert Islands","Gilbert Islands"
"KI",2,"Line Islands","Line Islands"
"KI",3,"Phoenix Islands","Phoenix Islands"
"KM",3,"Mohéli","Moheli"
"KM",2,"Grande Comore","Grande Comore"
"KM",1,"Anjouan","Anjouan"
"KN",15,"Trinity Palmetto Point","Trinity Palmetto Point"
"KN",13,"Middle Island","Middle Island"
"KN",12,"Saint Thomas Lowland","Saint Thomas Lowland"
"KN",11,"Saint Peter Basseterre","Saint Peter Basseterre"
"KN",10,"Saint Paul Charlestown","Saint Paul Charlestown"
"KN",9,"Saint Paul Capesterre","Saint Paul Capesterre"
"KN",8,"Saint Mary Cayon","Saint Mary Cayon"
"KN",7,"Saint John Figtree","Saint John Figtree"
"KN",6,"Saint John Capesterre","Saint John Capesterre"
"KN",5,"Saint James Windwa","Saint James Windwa"
"KN",4,"Saint George Gingerland","Saint George Gingerland"
"KN",3,"Saint George Basseterre","Saint George Basseterre"
"KN",2,"Saint Anne Sandy Point","Saint Anne Sandy Point"
"KN",1,"Christ Church Nichola Town","Christ Church Nichola Town"
"KP",12,"Pyongyang","Pyongyang"
"KP",15,"South Pyongan","South Pyongan"
"KP",11,"P'yŏngan-bukto","P'yongan-bukto"
"KP",9,"Kangwŏn-do","Kangwon-do"
"KP",6,"Hwanghae-namdo","Hwanghae-namdo"
"KP",7,"Hwanghae-bukto","Hwanghae-bukto"
"KP",3,"Hamgyŏng-namdo","Hamgyong-namdo"
"KP",13,"Yanggang-do","Yanggang-do"
"KP",17,"Hamgyŏng-bukto","Hamgyong-bukto"
"KP",1,"Chagang-do","Chagang-do"
"KP",18,"Rason","Rason"
"KR",21,"Ulsan","Ulsan"
"KR",19,"Daejeon","Daejeon"
"KR",15,"Daegu","Daegu"
"KR",11,"Seoul","Seoul"
"KR",10,"Busan","Busan"
"KR",14,"Gyeongsangbuk-do","Gyeongsangbuk-do"
"KR",13,"Gyeonggi-do","Gyeonggi-do"
"KR",18,"Gwangju","Gwangju"
"KR",6,"Gangwon-do","Gangwon-do"
"KR",12,"Incheon","Incheon"
"KR",17,"Chungcheongnam-do","Chungcheongnam-do"
"KR",5,"North Chungcheong","North Chungcheong"
"KR",16,"Jeollanam-do","Jeollanam-do"
"KR",3,"Jeollabuk-do","Jeollabuk-do"
"KR",1,"Jeju-do","Jeju-do"
"KR",20,"Gyeongsangnam-do","Gyeongsangnam-do"
"KR",22,"Sejong-si","Sejong-si"
"KW",8,"Hawalli","Hawalli"
"KW",2,"Al Asimah","Al Asimah"
"KW",5,"Al Jahrāʼ","Muhafazat al Jahra'"
"KW",7,"Al Farwaniyah","Al Farwaniyah"
"KW",4,"Al Aḩmadī","Al Ahmadi"
"KW",9,"Mubārak al Kabīr","Mubarak al Kabir"
"KY",10346796,"George Town","George Town"
"KY",10375968,"West Bay","West Bay"
"KY",10375969,"Bodden Town","Bodden Town"
"KY",10375970,"North Side","North Side"
"KY",10375971,"East End","East End"
"KY",10375972,"Sister Island","Sister Island"
"KZ",7,"Batys Qazaqstan","Batys Qazaqstan"
"KZ",9,"Mangghystaū","Mangghystau"
"KZ",6,"Atyraū","Atyrau"
"KZ",4,"Aqtöbe","Aqtoebe"
"KZ",15,"East Kazakhstan","East Kazakhstan"
"KZ",3,"Aqmola","Aqmola"
"KZ",16,"Soltüstik Qazaqstan","Soltustik Qazaqstan"
"KZ",11,"Pavlodar","Pavlodar"
"KZ",14,"Qyzylorda","Qyzylorda"
"KZ",13,"Qostanay","Qostanay"
"KZ",12,"Karaganda","Karaganda"
"KZ",17,"Zhambyl","Zhambyl"
"KZ",10,"Ongtüstik Qazaqstan","Ongtustik Qazaqstan"
"KZ",2,"Almaty Qalasy","Almaty Qalasy"
"KZ",1,"Almaty Oblysy","Almaty Oblysy"
"KZ",8,"Baikonur","Baikonur"
"KZ",5,"Astana Qalasy","Astana Qalasy"
"LA",14,"Xiangkhoang","Xiangkhoang"
"LA",13,"Xiagnabouli","Xiagnabouli"
"LA",27,"Vientiane","Vientiane"
"LA",20,"Savannahkhét","Savannahkhet"
"LA",19,"Salavan","Salavan"
"LA",18,"Phôngsali","Phongsali"
"LA",7,"Oudômxai","Oudomxai"
"LA",17,"Louangphabang","Louangphabang"
"LA",16,"Loungnamtha","Loungnamtha"
"LA",15,"Khammouan","Khammouan"
"LA",3,"Houaphan","Houaphan"
"LA",2,"Champasak","Champasak"
"LA",1,"Attapu","Attapu"
"LA",26,"Xékong","Xekong"
"LA",22,"Bokeo","Bokeo"
"LA",23,"Bolikhamsai","Bolikhamsai"
"LA",24,"Vientiane Prefecture","Vientiane Prefecture"
"LA",28,"Xaisomboun","Xaisomboun"
"LB",5,"Mont-Liban","Mont-Liban"
"LB",4,"Beyrouth","Beyrouth"
"LB",9,"Liban-Nord","Liban-Nord"
"LB",6,"South Governorate","South Governorate"
"LB",8,"Béqaa","Beqaa"
"LB",7,"Nabatîyé","Nabatiye"
"LB",10,"Aakkâr","Aakkar"
"LB",11,"Baalbek-Hermel","Baalbek-Hermel"
"LC",10,"Vieux-Fort","Vieux-Fort"
"LC",9,"Soufrière","Soufriere"
"LC",8,"Micoud","Micoud"
"LC",7,"Laborie","Laborie"
"LC",6,"Gros-Islet","Gros-Islet"
"LC",5,"Dennery","Dennery"
"LC",4,"Choiseul","Choiseul"
"LC",3,"Castries","Castries"
"LC",1,"Anse-la-Raye","Anse-la-Raye"
"LC",12,"Canaries","Canaries"
"LI",11,"Vaduz","Vaduz"
"LI",10,"Triesenberg","Triesenberg"
"LI",9,"Triesen","Triesen"
"LI",8,"Schellenberg","Schellenberg"
"LI",7,"Schaan","Schaan"
"LI",6,"Ruggell","Ruggell"
"LI",5,"Planken","Planken"
"LI",4,"Mauren","Mauren"
"LI",3,"Gamprin","Gamprin"
"LI",2,"Eschen","Eschen"
"LI",1,"Balzers","Balzers"
"LK",36,"Western","Western"
"LK",35,"Uva","Uva"
"LK",34,"Southern","Southern"
"LK",33,"Sabaragamuwa","Sabaragamuwa"
"LK",32,"North Western","North Western"
"LK",30,"North Central","North Central"
"LK",29,"Central","Central"
"LK",38,"Northern Province","Northern Province"
"LK",37,"Eastern Province","Eastern Province"
"LR",10,"Sinoe","Sinoe"
"LR",9,"Nimba","Nimba"
"LR",14,"Montserrado","Montserrado"
"LR",13,"Maryland","Maryland"
"LR",20,"Lofa","Lofa"
"LR",19,"Grand Gedeh","Grand Gedeh"
"LR",12,"Grand Cape Mount","Grand Cape Mount"
"LR",11,"Grand Bassa","Grand Bassa"
"LR",1,"Bong","Bong"
"LR",15,"Bomi","Bomi"
"LR",16,"Grand Kru","Grand Kru"
"LR",17,"Margibi","Margibi"
"LR",18,"River Cess","River Cess"
"LR",21,"Gbarpolu","Gbarpolu"
"LR",22,"River Gee","River Gee"
"LS",19,"Thaba-Tseka","Thaba-Tseka"
"LS",18,"Quthing","Quthing"
"LS",17,"Qachaʼs Nek","Qacha's Nek"
"LS",16,"Mokhotlong","Mokhotlong"
"LS",15,"Mohaleʼs Hoek","Mohale's Hoek District"
"LS",14,"Maseru","Maseru"
"LS",13,"Mafeteng","Mafeteng"
"LS",12,"Leribe","Leribe"
"LS",11,"Butha-Buthe","Butha-Buthe"
"LS",10,"Berea","Berea"
"LT",56,"Alytus","Alytus"
"LT",57,"Kaunas","Kaunas"
"LT",58,"Klaipėda County","Klaipeda County"
"LT",59,"Marijampolė County","Marijampole County"
"LT",60,"Panevėžys","Panevezys"
"LT",61,"Siauliai","Siauliai"
"LT",62,"Tauragė County","Taurage County"
"LT",63,"Telsiai","Telsiai"
"LT",64,"Utena","Utena"
"LT",65,"Vilnius","Vilnius"
"LU","WI","Wiltz","Wiltz"
"LU","VD","Vianden","Vianden"
"LU","RM","Remich","Remich"
"LU","RD","Redange","Redange"
"LU","ME","Mersch","Mersch"
"LU","LU","Luxembourg","Luxembourg"
"LU","GR","Grevenmacher","Grevenmacher"
"LU","ES","Esch-sur-Alzette","Esch-sur-Alzette"
"LU","EC","Echternach","Echternach"
"LU","DI","Diekirch","Diekirch"
"LU","CL","Clervaux","Clervaux"
"LU","CA","Capellen","Capellen"
"LV",33,"Ventspils Rajons","Ventspils Rajons"
"LV",32,"Ventspils","Ventspils"
"LV",31,"Valmiera","Valmiera"
"LV",30,"Valka","Valka"
"LV",29,"Tukuma novads","Tukuma novads"
"LV",28,"Talsi Municipality","Talsi Municipality"
"LV",27,"Saldus Rajons","Saldus Rajons"
"LV",25,"Riga","Riga"
"LV",24,"Rēzeknes Novads","Rezeknes Novads"
"LV",23,"Rēzekne","Rezekne"
"LV",22,"Preiļu novads","Preilu novads"
"LV",21,"Ogre","Ogre"
"LV",20,"Madona Municipality","Madona Municipality"
"LV",19,"Ludzas novads","Ludzas novads"
"LV",18,"Limbažu novads","Limbazu novads"
"LV",16,"Liepāja","Liepaja"
"LV",15,"Kuldīgas novads","Kuldigas novads"
"LV",14,"Krāslavas novads","Kraslavas novads"
"LV",13,"Jūrmala","Jurmala"
"LV",12,"Jelgavas novads","Jelgavas novads"
"LV",11,"Jelgava","Jelgava"
"LV",10,"Jēkabpils Municipality","Jekabpils Municipality"
"LV",9,"Gulbenes novads","Gulbenes novads"
"LV",8,"Dobeles novads","Dobeles novads"
"LV",7,"Daugavpils municipality","Daugavpils municipality"
"LV",6,"Daugavpils","Daugavpils"
"LV",5,"Cēsu Rajons","Cesu Rajons"
"LV",4,"Bauskas Rajons","Bauskas Rajons"
"LV",3,"Balvu Novads","Balvu Novads"
"LV",2,"Alūksnes Novads","Aluksnes Novads"
"LV",1,"Aizkraukles novads","Aizkraukles novads"
"LV",60,"Dundaga","Dundaga"
"LV",40,"Alsunga","Alsunga"
"LV","A5","Pāvilostas","Pavilostas"
"LV",99,"Nīca","Nica"
"LV","B6","Rucavas","Rucavas"
"LV",65,"Grobiņa","Grobina"
"LV",61,"Durbe","Durbe"
"LV",37,"Aizpute","Aizpute"
"LV","A8","Priekule","Priekule"
"LV","D7","Vaiņode","Vainode"
"LV","C9","Skrunda","Skrunda"
"LV",51,"Brocēni","Broceni"
"LV","B4","Rojas","Rojas"
"LV",77,"Kandava","Kandava"
"LV",44,"Auces","Auces"
"LV",73,"Jaunpils","Jaunpils"
"LV",62,"Engure","Engure"
"LV","D5","Tērvete","Tervete"
"LV","A3","Ozolnieku","Ozolnieku"
"LV","B9","Rundāles","Rundales"
"LV",45,"Babīte","Babite"
"LV",95,"Mārupe","Marupe"
"LV","A2","Olaine","Olaine"
"LV",67,"Lecava","Lecava"
"LV",80,"Ķekava","Kekava"
"LV","C3","Salaspils","Salaspils"
"LV",46,"Baldone","Baldone"
"LV","D2","Stopiņi","Stopini"
"LV",53,"Carnikava","Carnikava"
"LV",34,"Ādaži","Adazi"
"LV",64,"Garkalne","Garkalne"
"LV","E4","Vecumnieki","Vecumnieki"
"LV",79,"Ķegums","Kegums"
"LV",87,"Lielvārde","Lielvarde"
"LV","C8","Skrīveri","Skriveri"
"LV",71,"Jaunjelgava","Jaunjelgava"
"LV",98,"Nereta","Nereta"
"LV","E6","Viesīte","Viesite"
"LV","C2","Salas","Salas"
"LV",74,"Jēkabpils","Jekabpils"
"LV",38,"Aknīste","Akniste"
"LV",69,"Ilūkste","Ilukste"
"LV","E2","Vārkava","Varkava"
"LV",90,"Līvāni","Livani"
"LV","E1","Varakļāni","Varaklani"
"LV","E8","Vilanu","Vilanu"
"LV","B3","Riebiņu","Riebinu"
"LV",35,"Aglona","Aglona"
"LV",56,"Cibla","Cibla"
"LV","E9","Zilupes","Zilupes"
"LV","E7","Viļaka","Vilaka"
"LV",47,"Baltinava","Baltinava"
"LV",57,"Dagda","Dagda"
"LV",78,"Karsava","Karsava"
"LV","B7","Rugāju","Rugaju"
"LV",55,"Cesvaine","Cesvaine"
"LV",91,"Lubāna","Lubana"
"LV",85,"Krustpils","Krustpils"
"LV","A6","Pļaviņu","Plavinu"
"LV",82,"Koknese","Koknese"
"LV",68,"Ikšķile","Ikskile"
"LV","B5","Ropažu","Ropazu"
"LV",70,"Inčukalns","Incukalns"
"LV",84,"Krimulda","Krimulda"
"LV","C7","Sigulda","Sigulda"
"LV",88,"Līgatne","Ligatne"
"LV",94,"Mālpils","Malpils"
"LV","C6","Sēja","Seja"
"LV","C5","Saulkrastu","Saulkrastu"
"LV","C1","Salacgrīvas","Salacgrivas"
"LV",39,"Aloja","Aloja"
"LV",97,"Naukšēni","Naukseni"
"LV","B8","Rūjienas","Rujienas"
"LV",96,"Mazsalaca","Mazsalaca"
"LV",52,"Burtnieki","Burtnieki"
"LV","A4","Pārgaujas","Pargaujas"
"LV",81,"Kocēni","Koceni"
"LV",42,"Amatas","Amatas"
"LV","A9","Priekuļi","Priekuli"
"LV","B1","Raunas","Raunas"
"LV","D3","Strenči","Strenci"
"LV",50,"Beverīna","Beverina"
"LV","D1","Smiltene","Smiltene"
"LV",72,"Jaunpiebalga","Jaunpiebalga"
"LV",63,"Ērgļi","Ergli"
"LV","E3","Vecpiebalga","Vecpiebalga"
"LV",43,"Apes","Apes"
"LV","F1","Mesraga","Mesraga"
"LY",70,"Darnah","Darnah"
"LY",69,"Banghāzī","Banghazi"
"LY",66,"Al Marj","Al Marj"
"LY",65,"Al Kufrah","Al Kufrah"
"LY",63,"Al Jabal al Akhḑar","Al Jabal al Akhdar"
"LY",77,"Tripoli","Tripoli"
"LY",76,"Surt","Surt"
"LY",75,"Sabhā","Sabha"
"LY",74,"Sha‘bīyat Nālūt","Sha`biyat Nalut"
"LY",73,"Murzuq","Murzuq"
"LY",72,"Mişrātah","Misratah"
"LY",71,"Sha‘bīyat Ghāt","Sha'biyat Ghat"
"LY",68,"Az Zāwiyah","Az Zawiyah"
"LY",78,"Ash Shāţiʼ","Sha'biyat Wadi ash Shati'"
"LY",64,"Al Jufrah","Al Jufrah"
"LY",67,"An Nuqāţ al Khams","An Nuqat al Khams"
"LY",79,"Sha‘bīyat al Buţnān","Sha`biyat al Butnan"
"LY",80,"Jabal al Gharbi","Jabal al Gharbi"
"LY",81,"Sha‘bīyat al Jafārah","Sha`biyat al Jafarah"
"LY",82,"Al Marqab","Al Marqab"
"LY",83,"Sha‘bīyat al Wāḩāt","Sha`biyat al Wahat"
"LY",84,"Sha‘bīyat Wādī al Ḩayāt","Sha`biyat Wadi al Hayat"
"MA",1,"Tanger-Tetouan-Al Hoceima","Tanger-Tetouan-Al Hoceima"
"MA",2,"Oriental","Oriental"
"MA",3,"Fès-Meknès","Fes-Meknes"
"MA",4,"Rabat-Salé-Kénitra","Rabat-Sale-Kenitra"
"MA",5,"Béni Mellal-Khénifra","Beni Mellal-Khenifra"
"MA",6,"Casablanca-Settat","Casablanca-Settat"
"MA",7,"Marrakesh-Safi","Marrakesh-Safi"
"MA",8,"Drâa-Tafilalet","Draa-Tafilalet"
"MA",9,"Souss-Massa","Souss-Massa"
"MA",10,"Guelmim-Oued Noun","Guelmim-Oued Noun"
"MA",11,"Laâyoune-Sakia El Hamra","Laayoune-Sakia El Hamra"
"MA",12,"Dakhla-Oued Ed-Dahab","Dakhla-Oued Ed-Dahab"
"MC",0,"","Commune de Monaco"
"MD",73,"Raionul Edineţ","Raionul Edinet"
"MD",92,"Ungheni","Ungheni"
